,x_coord,y_coord
following_week,-3.0428817,66.62356
magazine,29.556448,15.437574
nursing,-43.224083,-2.250843
impact,26.101147,-26.078484
la,-62.850464,-17.687025
kidney,47.568794,-19.389385
summer,-0.21151084,80.68721
most_likely,-24.120714,21.920803
flexible,-3.5668263,-47.58717
spread,36.874485,-22.453047
ice,42.475227,11.730291
stroke,32.105816,-17.591135
cataract_surgery,41.66236,-42.937237
decade,12.349212,82.53975
desperate,12.984913,-13.755729
high_risk,-43.451443,7.419048
an_ear_infection,55.43478,-10.632419
eyeglass,-21.849943,-4.175027
diagnostic,21.743046,24.808186
kidney_stone,46.006508,-20.049927
alot,36.868107,31.915836
strep_throat,55.050472,-9.377296
anesthesia,35.417507,-33.82253
annual_exam,-29.48567,46.031494
public,-7.709432,10.677782
skin_cancer,41.978928,-28.578259
tiny,28.93627,-2.8036878
followup,-4.1640196,52.124893
chest_x_ray,28.404882,25.51389
gp,-43.096645,-26.82446
register,-18.711262,45.528584
seizure,48.297832,-9.431147
throw_up,52.27533,-5.7744484
disc,57.128365,-30.54129
background,2.8972695,-29.581379
professionally,-18.095427,51.761612
lock,12.834174,27.06181
elderly,-54.10691,26.102234
nail,50.456112,-26.128622
susan,-57.775032,-42.70794
laura,-59.131046,-43.405144
fastmed,-50.750988,-7.207271
cosmetic,32.73513,-41.613407
overcharge,29.259495,41.63302
better_than,-23.350368,52.94166
ophthalmologist,-44.652355,-29.867126
interesting,15.364016,-6.364166
following_day,-2.9890902,66.65747
efficiently,-18.1272,51.882614
organize,-11.61386,-16.065989
patiently,8.848265,20.559486
mesa,-60.34607,-12.167036
well_being,-1.0666002,-33.770138
replacement,49.012215,-33.46513
spa,-15.884706,-11.624221
diabetic,49.057983,-13.942839
insert,48.05687,5.662385
screening,24.86276,27.417654
fat,38.484886,-25.413279
breeze,-16.666666,-14.747078
hesitant,9.597667,-17.334274
pushy,-0.728132,-8.207578
responsive,-1.9232178,-45.10751
mary,-55.82659,-48.186398
p.a.,-46.935383,-40.674007
tiffany,-54.77108,-45.387856
tylenol,58.711815,7.0737495
impatient,-3.4339552,-4.914518
upon_arrival,10.925453,57.739727
pee,37.95468,16.87573
big_deal,14.501734,-3.8648722
splint,39.15173,3.3024476
60,37.446236,56.61288
movie,27.85812,15.7661705
h,-66.40793,-35.673637
chest_pain,50.28129,-7.4669933
variety,36.08501,32.81595
familiar,17.617619,-7.040561
ambulance,-53.08707,0.5319602
ride,-42.133926,37.752884
e,-66.49391,-35.339752
focus,14.769847,-34.641994
thrilled,-10.298978,-56.575523
2012,-1.2106953,77.603264
majority,-8.251153,51.16901
post_surgery,-12.581005,46.00789
fortunately,-34.958447,19.61492
motion,27.962082,-32.10784
0,-36.55743,29.788279
cell_phone,-2.1797419,40.163296
monthly,-26.242332,43.04151
heavy,57.82176,-1.168763
some_sort,6.432141,10.572458
knock,14.1446085,26.699615
somebody,-34.3415,11.836307
no_apology,-23.629957,30.03833
ten_minute,22.925846,73.4293
fake,26.569616,-4.4261684
16,38.08837,60.476707
disgusted,6.229979,-11.782603
wear_glass,-18.602003,-2.6572046
activity,24.465294,-33.929504
toy,29.54483,14.212377
ever_encounter,-22.436441,-39.176086
blessing,-15.651884,-37.755318
track,19.103827,-35.18816
calm_down,-6.2489834,-37.58487
ortho,-48.51089,-21.790388
culture,30.091425,27.187517
0_star,-35.623344,30.127794
availability,4.782262,56.942883
aggressive,-1.2295051,-7.191823
omg,-20.743525,28.421392
nicu,-49.045338,3.2137868
look_elsewhere,-31.551222,8.68934
yearly,-28.972174,45.757473
$_25,32.72384,42.648006
frustrate,7.9824657,-10.883232
depression,43.779118,-14.09162
impressive,-8.106849,-54.522285
license,-23.454212,-22.72529
other_reviewer,-18.723099,9.7737665
consistent,-1.6177435,-27.900213
narcotic,58.774372,10.791938
epidural,-45.22952,5.4206443
swell,41.575134,-6.842165
complicated,20.415665,-9.81959
brian,-57.37412,-39.11138
sun,19.568188,18.29723
extra_mile,-1.5109115,-37.13855
crappy,-0.5119088,4.588476
feedback,11.752269,-25.918194
write_down,7.450635,38.173588
proof,20.806004,35.030968
pretty_sure,-20.398718,20.41404
holiday,0.64450276,64.20878
confirmation,0.1725529,39.26123
incision,40.58057,-24.219717
phlebotomist,-39.316586,-15.359929
moment_walk,-9.83363,54.91597
upper,55.14795,-28.88866
stock,48.14437,18.398176
dozen,-0.04779053,46.486248
crowd,32.98257,20.632534
co_worker,-58.78208,21.96699
shortly,-15.953485,59.835854
stephanie,-56.816635,-47.727264
de,-72.7575,-34.229664
slight,29.496449,-10.512152
scheduled,9.778104,59.56911
wrap,38.543423,5.149511
kelly,-57.156757,-43.080906
poke,46.137245,4.6047134
dr._patel,-39.676815,-52.201294
previous_review,-18.149536,11.519268
difficulty,33.63982,-12.962162
trauma,21.35685,-12.329793
elbow,54.054844,-25.843346
press,-7.159216,42.153454
six_month,13.444973,78.68935
supposedly,17.024637,41.268684
vibe,-5.4568925,-18.47013
disrespect,6.5427504,0.270833
interview,-37.211483,6.670305
gyn,-42.334103,-23.123274
90_minute,20.401684,70.92515
buck,34.676502,46.568134
registration,-18.226637,46.00347
anywhere_else,-32.26715,10.103111
possibility,30.159359,-22.226173
plastic_surgery,33.682392,-42.007824
turn_around,-20.13008,44.619167
desert,-56.752987,-16.71494
mental_health,-29.3811,-30.506062
outrageous,10.368742,-3.6710303
amy,-54.51301,-47.751987
achieve,18.57445,-33.30771
reputation,-17.019274,-29.341412
dignity_health,-53.832394,-6.4854817
horrible_customer_service,7.2914553,-2.6735754
13,38.393852,61.257122
tempe,-61.427113,-12.261405
undergo,39.530113,-35.008675
south,-62.910748,-9.8781185
$_150,32.81424,44.827618
pay_cash,27.393354,46.26831
pleasantly_surprised,-8.017372,-55.044113
conduct,20.154037,20.38859
tight,38.197956,-5.4225044
$_20,32.54889,42.875835
m,-66.70355,-36.70596
chris,-53.82696,-40.257526
match,30.983044,-0.95760465
limited,41.012585,36.863808
cat_scan,28.10832,23.925215
clinical,-1.4286268,-55.36247
mental,17.221539,-19.476517
nicely,-1.4237634,21.007914
on_duty,-36.602104,-15.747192
brush_off,13.334617,4.1254153
gi,-41.353203,-25.761986
few_year_ago,-7.042948,72.9777
frequently,45.455276,33.15174
shady,1.8863565,2.2388337
swear,28.772827,5.2805853
90,38.417263,54.57862
shake,42.56567,-2.1310058
critical,19.993792,-8.412408
music,28.685308,15.034534
entire_life,-21.67239,-35.920925
dr._perry,-32.23397,-48.77757
blind,30.327076,-13.912461
next_door,-61.845734,0.473218
arrive_early,12.569284,59.295963
temperature,49.94456,-2.8150814
orthopedic_surgeon,-40.656322,-29.894497
thank_goodness,-35.509495,18.90758
understandable,16.963005,-4.567811
inhaler,56.01783,7.74568
abnormal,43.551758,-20.673483
superb,-11.114874,-49.76737
colleague,-58.962696,22.552593
ugh,-15.20158,31.909397
peace,-4.4104996,-33.13145
grade,-67.1549,-33.37031
w/,-68.50449,-31.457535
heart_attack,32.04736,-17.38549
dr._cohen,-38.976273,-49.092358
neglect,8.420346,0.66771543
idiot,-2.8226473,3.9821465
sore,39.83575,-5.2455826
enjoyable,-8.414924,-39.560745
gym,25.235014,-35.196644
abuse,45.347942,13.244024
dangerous,19.220898,-6.088476
blow,29.152428,5.691589
honor_health,-54.144882,-6.367716
grant,9.416899,51.270428
nausea,45.148872,-10.448658
invite,-5.6156635,-41.25235
filthy,33.86591,15.162322
dr._lee,-36.17161,-47.977074
jerk,-3.1611457,3.5629423
exact,-12.979688,21.436308
weekly,-26.045788,42.727043
whole_family,-59.86225,20.567186
prk,41.649216,-42.57245
um,-18.813751,27.320541
un,-73.658554,-34.807846
aside_from,-19.847694,-15.422171
vomit,52.362522,-6.0248866
80,38.058315,54.552086
disregard,6.9791174,0.88572603
no_clue,-11.782021,24.74987
reflect,-2.6656072,-20.874472
maria,-56.725464,-47.669144
cigna,20.658009,48.264072
next_step,13.407761,-30.947296
strength,26.509392,-31.79386
apart,32.73877,62.589348
17,38.238155,60.934803
straight_forward,5.863597,-46.74316
cute,-10.857728,-12.33843
scratch,35.650116,0.20778497
happily,-30.074183,20.31829
aid,-35.47054,-18.597609
cancellation,3.7250943,54.37967
absolutely_wonderful,-13.156954,-51.42872
young_lady,-32.8217,-10.040716
infertility,-31.912619,-29.375309
silly,13.049914,-0.83776253
top_off,9.518021,43.36096
lecture,0.034402262,13.401232
print_out,14.281691,33.854317
sudden,24.17558,57.981148
blue,29.225885,0.87438935
industry,-19.998417,-31.564442
random,36.74432,29.832188
pap_smear,23.65708,26.255598
core,-50.121353,-19.756618
device,34.85252,6.613127
appal,6.241251,-13.19201
trash,34.856358,15.468296
que,-72.26308,-34.395123
family_medicine,-52.74128,-12.509478
arise,24.061804,-12.748986
mask,51.66737,9.5947485
medical_condition,34.46142,-19.184126
mild,30.054386,-10.980063
strongly_recommend,-28.261385,14.233674
simon_med,-47.464775,-7.2022758
genuinely_care,1.4908669,-38.9068
gown,36.54994,10.278838
dedicated,4.004561,-38.318672
10_star,-35.212822,29.956917
melissa,-57.862453,-48.382027
exceptionally,-12.023867,-43.46127
$_30,32.476288,43.47794
virus,56.069324,-9.137248
tonight,-0.45106038,68.53398
guide,8.416121,-36.277077
pain_relief,33.183956,-29.291677
shut_down,-5.458467,6.538396
move_forward,16.715477,-33.966476
inconsiderate,0.10386257,-2.653925
impress,-6.616835,-55.86375
loose,34.9286,-6.192715
2_p.m.,8.482768,63.3013
pray,-27.066256,22.071175
mike,-54.154846,-41.116627
brown,-62.33073,-30.13605
terribly,2.9296362,-9.57545
triage_nurse,-35.763596,-13.713636
advertise,-4.1970587,32.18703
attorney,-5.9479556,8.95873
capable,0.025686227,-48.45514
endure,36.080177,-11.321111
fool,-9.300101,-4.31231
insurance_coverage,22.458305,46.324192
max,26.910477,61.996536
rudeness,7.7493896,-1.2112926
$_400,32.51218,45.83327
institute,-54.947704,-16.832008
9_a.m.,8.1527,62.752857
source,30.1149,-25.782299
grandmother,-53.868774,19.323816
hysterectomy,43.07364,-35.859283
attack,47.57921,-10.980806
i.,-55.1508,22.181835
gift,-15.561205,-37.706715
no_big_deal,-16.266092,28.967669
wise,-1.4266533,9.830941
portal,-5.9133706,35.431026
$_40,33.190742,43.97855
battle,34.200153,-10.333883
display,-2.601529,-21.894772
extreme_pain,40.607742,-9.814844
dr._miller,-40.64488,-50.533005
diabete,49.020245,-14.465358
freeze,35.287956,-0.25855744
load,53.776176,18.047523
subject,2.7017527,-0.29899353
lastly,-26.38766,25.69387
address_concern,7.47949,-30.105251
1.5_hour,20.210648,70.40156
expense,30.051489,47.19556
conclusion,14.341206,-22.812233
loudly,6.1489124,19.277576
bite,25.630762,-0.47516057
an_idiot,12.4369955,-0.07963176
clerk,-34.643898,-9.302555
key,-9.189165,-19.819544
horrendous,7.413989,-5.960319
breathing_treatment,56.729473,6.839935
lee,-58.99034,-35.202866
cd,14.826248,37.03427
heather,-58.84525,-48.223576
brand_new,-12.854332,-12.725004
primary_physician,-44.15246,-26.361292
essentially,16.100176,10.38041
root,30.35804,-26.290838
sympathetic,-1.4755803,-45.76758
drain,51.435837,-17.278223
induce,-46.35362,6.359448
orthotic,39.310814,1.6114954
poor_customer_service,5.462368,-3.3307178
ache,43.90306,-11.272074
join,-34.90349,1.63718
breastfeed,-21.517761,-27.1124
temp,49.927616,-2.7335205
career,-20.71136,-30.648052
dumb,12.778165,-0.68425775
spacious,-9.608409,-14.191801
examination_room,14.6023,22.575632
unique,15.933237,-38.64328
security,-53.77689,2.574742
ya,-19.166613,25.338297
investigate,-3.5478294,12.762312
wonder_why,-18.279715,19.23361
button,-7.1412935,42.230095
solid,-37.33329,30.63607
upbeat,-4.2427526,-42.66605
lifestyle,20.70154,-36.96804
lump,45.393284,-25.272112
skeptical,9.967638,-17.31514
megan,-54.11569,-45.995403
blanket,37.327892,11.858794
expose,36.78679,-22.325224
liar,3.0308442,9.674622
$_500,32.832447,45.761917
eye_drop,54.37992,8.423449
calming,-6.0865626,-39.338554
double_check,5.8307433,39.368
roll_eye,2.3141768,18.833603
english,-1.2085307,-14.752529
bonus,-20.848726,4.3597736
ibuprofen,58.802185,7.5498333
colonic,28.47652,-38.647667
engage,6.3312597,-26.192755
dr._shah,-36.503136,-49.630726
talented,1.3744153,-48.06879
praise,-19.73167,-49.451267
8_month,12.448836,79.49214
escort,13.50927,23.785532
memory,2.1412146,-23.721304
terrified,12.065422,-16.275312
film,25.280369,21.542446
summerlin_hospital,-55.797142,-4.1978655
hotel,-27.217804,-5.341666
smith,-56.73329,-35.676323
formula,48.429848,14.675451
proactive,4.6480336,-42.45835
route,15.870946,-24.8185
bet,-23.563023,22.80648
urine_test,29.054358,26.893372
legal,-4.0715847,8.42884
dr._amols,-36.471794,-54.008434
comprehensive,6.826923,-43.48972
prescribe_medication,58.36643,4.1255007
cheerful,-4.83849,-43.274536
mall,-25.041334,-2.5668
fiancé,-54.631893,18.08131
annoy,8.436438,-9.450272
michael,-58.503063,-38.296825
careless,0.73715556,-3.37489
prep,-13.525129,48.12868
ship,50.381454,19.465786
robert,-61.753998,-39.023315
kudo,-22.328484,-48.358425
invoice,24.581789,42.11087
thomas,-62.551853,-36.930813
severely,36.644566,-9.76876
embarrassed,5.1175447,1.3141614
traffic,-42.696854,35.46502
ryan,-57.334324,-40.63143
bitch,-4.390951,3.4713292
east_valley,-58.73595,-14.1116295
during_pregnancy,-45.99288,8.729304
series,35.144264,33.2812
hole,32.63537,7.2380023
oncologist,-41.904236,-28.536726
suite,-63.74841,-5.6401825
unusual,18.529787,-5.9980617
medical_attention,-37.604424,2.3067114
within_minute,-18.396166,59.62031
inquire_about,3.1810687,39.280704
f,-65.564285,-32.81796
volunteer,-33.167984,-12.208518
college,-29.611855,-24.719421
practically,17.213133,11.722844
2.5_hour,19.781855,70.404236
til,10.540806,68.108345
opposite,-24.860277,-45.609936
insane,11.080266,-3.218588
safety,-1.4009672,-32.786827
fuck,-1.2134982,6.0898232
row,-7.330088,55.49321
nicole,-60.591953,-48.085922
mood,1.565601,-23.447998
sex,-44.403168,13.256647
impersonal,-1.2653713,-4.657386
dr._schwartz,-37.076405,-52.070393
24,39.364365,61.724083
35,38.246353,57.27865
james,-59.18808,-39.433933
wisdom_tooth,49.48798,-37.689873
hang,31.777367,11.956721
fraud,-4.428586,10.266702
station,12.080564,22.605175
million,35.407707,48.622517
politely,-0.57645273,20.756718
nearby,-43.469822,-11.654026
most_unprofessional,-22.579748,-39.944256
west,-61.96068,-9.917716
few_month_ago,-7.6995597,73.132286
green,-62.36254,-29.43506
guidance,-9.125645,-32.808266
deliver_son,-48.33789,9.066268
ashamed,4.297898,1.7054766
tissue,50.87588,-27.985525
growth,43.519035,-26.747381
brilliant,2.2081487,-47.258007
stellar,-11.124913,-49.265926
noon,7.369943,64.296906
tumor,45.10145,-23.829498
movement,26.298414,-33.176697
appearance,35.62208,-27.750214
norm,12.029792,-4.8995214
payment_plan,23.064848,41.71725
dr._sharma,-37.76362,-52.799675
apologetic,-23.654783,31.348845
faster,-21.698458,54.401047
extraction,49.20696,-37.720245
people_ahead,12.138245,55.34141
appoint,2.1112926,58.131298
lose_weight,21.361593,-35.59916
massage_therapist,-35.338863,-36.283627
finding,26.460997,-14.21083
dr._johnson,-35.888985,-47.7176
exit,10.081901,23.644867
longer_than,23.527222,65.92475
scale,46.34012,-1.7324826
negative_star,-35.520435,30.09555
closer,-66.08061,-8.953677
angel,-17.457914,-40.453186
dr._brown,-35.260414,-50.775776
setting,-7.0643396,-17.756939
reading,26.116714,20.544529
protect,22.360859,-2.3848689
cross,24.222382,3.6185281
ped,-46.908623,-26.535255
factor,24.09613,-26.184706
sincerely,0.19405575,-38.27356
bcbs,21.321112,46.6969
administration,-35.18375,-3.633713
any_longer,-23.158716,37.711777
holistic,-33.572174,-28.362373
scott,-58.127213,-37.17793
4_p.m.,7.200103,64.40435
reviewer,-18.722797,10.174779
ignorant,0.071993634,-3.3034172
excessive,20.540901,14.448375
entirely,-12.853256,6.3007483
1/2,32.903603,61.97399
significant,31.547863,-9.587022
fresh,41.832577,15.9033985
30_second,24.339355,75.047455
yr,11.5218935,81.54618
two_week_later,-5.108497,69.03578
alright,-14.9889,28.589067
accuse,1.3490685,11.847007
40_min,21.567661,70.60691
lengthy,19.177746,15.715742
red_flag,23.146297,32.74048
$_60,32.503563,43.8235
secretary,-35.47154,-8.340406
less_than_5_minute,25.82728,73.66234
unsure,9.636222,-14.635132
excruciating_pain,40.786266,-9.873367
patient_portal,-6.020424,35.539173
carefully,9.0536785,-32.99571
tolerate,-18.688595,17.568125
profit,-16.985418,-28.395235
lower,45.23225,-4.3330684
strike,25.431496,4.0925126
compliment,38.081455,-27.939098
medically,19.664068,-17.44421
cleveland_clinic,-54.866814,-8.732795
butt,31.813786,8.06046
thrill,-9.9928,-56.01446
completely_different,-3.3647401,48.14193
sam,-56.020153,-37.88742
gossip,6.1273174,18.065708
consideration,-8.450049,-27.41875
amazingly,-11.7239275,-44.20429
overly,-13.164225,-41.888588
fancy,-8.005806,-13.118752
kiddo,-50.77796,16.252428
mr.,-55.247578,-37.42303
pregnancy_test,29.14358,27.185423
ashley,-55.506905,-47.46063
dr._mchale,-40.306137,-54.864594
disappear,22.789246,1.5209693
horrific,6.0633955,-6.3092656
decor,-9.182434,-13.044224
speed,-19.937592,41.658398
cafeteria,42.3774,19.532503
=,-68.310196,-34.54309
steinberg,-47.30976,-6.2333055
bandage,39.05155,5.344271
extremely_unprofessional,-1.0015333,-2.0855625
dr._chambers,-40.1951,-54.880875
ipad,15.100533,30.89446
confusing,15.471484,-9.222893
transition,-22.58361,-7.7829
swab,30.463383,26.019672
hide,22.427402,-2.352339
aetna,20.677761,47.307613
pa_c,-45.960064,-40.922283
blood_clot,45.183052,-20.263819
nothing_short,-14.282436,-49.38257
drop_off,12.288646,49.698414
a.m.,9.047391,65.30546
incredibly_rude,-2.4139872,-3.54778
milk,48.15126,14.881792
extend,18.24973,54.94741
false,13.540807,13.010414
jaw,54.04845,-27.343323
2_week_later,-5.0415235,68.97864
glendale,-61.14627,-12.160063
significantly,29.428585,-31.795902
conservative,6.871875,-47.589073
ms.,-59.162453,-51.27474
invest,4.0300155,-37.507458
initial_consultation,-36.855816,7.950859
slowly,49.780422,2.3133364
snap,3.1468706,18.550117
internal_medicine,-47.415707,-23.93433
wheel,12.732642,24.606897
snack,41.616943,17.748035
outpatient,-49.641056,-1.7104023
high_blood_pressure,48.23431,-13.327661
vs,-45.526104,29.033587
resident,-31.813456,-22.363867
warrant,7.586156,12.659038
neck_pain,43.500805,-11.454288
ur,-19.88122,24.953812
southwest,-56.344784,-11.442973
win,-29.845005,24.591934
19,39.003895,60.666798
allergist,-43.93467,-28.310333
monday_morning,2.2864945,67.5799
inch,47.097042,0.08332858
disorder,36.79502,-19.342737
bar,41.75565,20.133867
permanent,46.170437,-31.773972
intense,40.45093,-11.8508835
answering_service,-3.8602715,40.24164
overwhelmed,10.4145775,-11.973863
stage,39.945213,-30.321617
entrance,8.39939,24.24161
overnight,50.525555,24.463415
lifetime,-19.848936,-13.251086
$_300,32.364426,45.41195
everything_else,-19.138206,6.5601687
magic,26.5101,-42.968105
bleeding,40.575615,-7.262617
on_behalf,7.6598473,33.854248
stat,12.701154,40.97897
crew,-21.218521,-44.486588
5_p.m.,7.211777,64.15757
kindly,-1.3220022,20.189726
lawyer,-5.9463406,8.97746
accept_new,24.148577,48.763847
confusion,13.262886,7.7663393
high_risk_pregnancy,-43.630226,7.3446407
x_ray_tech,-37.82699,-15.045123
thumb,52.048588,-26.220097
st._rose,-55.671677,-5.76095
50_minute,21.030197,71.23634
authorize,15.193398,41.546116
rupture,45.02092,-22.456482
arrange,-2.6278844,55.671124
poor_service,5.455332,-3.2453961
inquire,3.26405,38.795525
inflammation,42.213078,-7.6799436
director,-39.129215,-4.7231183
20/20,42.281063,-46.8161
cleanliness,-5.697219,-27.016495
bp,49.596935,-3.3744016
mix_up,11.864954,8.047797
ed,-51.66069,-2.887561
design,-6.6260777,-14.031726
hubby,-55.103363,17.12356
nancy,-59.48877,-46.924828
allergy_shot,22.536194,21.592352
expire,15.337179,41.920654
most_important,1.2736862,-35.37894
reimburse,23.698214,43.64088
length,4.856847,-29.209082
insensitive,0.05949812,-4.4983225
pissed,8.521051,-12.055665
furious,8.363088,-12.822039
military,-40.501324,-0.25446174
countless,0.028278502,46.23867
greatly,22.593674,-43.94114
amanda,-58.089245,-47.511036
eric,-53.51112,-40.30318
recording,-4.851419,39.871082
left_eye,40.70436,-45.02105
meal,43.286263,18.828875
passionate_about,2.3183665,-39.328712
flu_shot,-34.173393,43.25932
apology,-23.596287,30.334148
alive,21.135956,-34.094833
seven,36.34935,61.90189
iui,-41.666805,10.426495
shove,27.433645,9.182895
absolute_good,-16.150248,-47.004948
lasik_surgery,41.630646,-42.176018
derm,-44.0492,-24.329262
linda,-57.327976,-46.146877
adequate,9.830339,14.596479
understaffed,33.441555,24.654203
admin,-36.755867,-12.668432
sleep_study,28.824646,24.792826
last_straw,6.3444448,50.66513
x,35.13968,63.233257
insure,21.092161,49.643456
panic,47.83931,-8.449389
core_institute,-49.975304,-19.79025
utilize,-20.702002,1.2926105
north,-62.95211,-10.145171
disability,-52.191578,24.549433
fitting,-21.196493,-3.4315512
commit,-26.651796,-28.572226
maintenance,-26.223658,43.049168
depth,3.6584842,-29.532759
horribly,2.9979835,-9.506583
exceed_expectation,-10.433261,-52.403732
packet,16.848347,33.50376
ongoing,37.01979,-13.706581
45,37.477837,57.693687
observe,-32.43675,-13.49143
martin,-58.838,-35.128796
overhear,6.504352,19.176277
relieved,-12.746869,-58.653046
employ,-23.80015,-25.323143
passion,-14.202128,-32.71367
$_250,33.161762,44.78711
combination,14.999557,-43.941074
dr._hunt,-38.123497,-51.851505
9:30,8.742774,63.133205
dr._newman,-41.94425,-52.19611
remark,-15.612798,9.911743
conceive,-44.191967,10.565683
eczema,54.277225,-14.16472
tablet,15.129937,31.374554
nothing_else,-21.84017,35.226654
1.5,33.88768,59.958263
2:30,9.174774,63.240826
unexpected,22.949488,-11.638482
surprisingly,-12.061677,-6.619986
thi_place,-26.477564,7.881374
faith,-7.7658033,-33.566334
pathetic,4.311869,-3.944811
r,-67.780365,-35.80648
sigh,3.191303,18.571363
healthcare_provider,-42.870724,-32.235783
strip,-41.12792,34.965424
22,39.837185,60.810265
urge,-27.558546,13.255198
side_note,-8.015046,47.324574
potentially,29.15667,-18.734283
under_control,23.491152,-23.371983
super_sweet,-6.679263,-45.68459
toca,-49.98814,-19.626286
10_a.m.,7.943435,62.681267
35_minute,22.229048,72.36002
tour,-43.924606,2.7177699
frankly,-5.5667205,0.75469023
traditional,-33.398773,-27.286247
lb,47.640003,0.57874244
flow,50.129025,2.6605053
resource,-16.951653,-32.10053
dr._fisch,-36.213062,-53.872734
clipboard,17.31133,32.2957
weak,56.81462,-2.2958345
thin,35.52628,-2.1975296
combine,15.203537,-44.09932
absolutely_horrible,5.796267,-5.1085544
medical_board,-4.228616,12.572724
fyi,-17.909428,30.238735
absolutely_ridiculous,9.721295,-4.1617427
dr._boothe,-38.672707,-48.78352
recover_from,22.344746,-30.42591
abdominal_pain,50.474724,-7.925513
urgent_care_extra,-51.282005,-7.1137676
mercy_gilbert,-55.057213,-4.994455
kathy,-56.339073,-51.900883
heat,43.2881,10.481677
within_10_minute,-18.747242,59.54337
endoscopy,44.42719,-39.917267
spell,-26.870907,28.97364
efficiency,-5.632422,-27.58812
neighborhood,-43.80595,-11.236695
karen,-56.10582,-45.633575
meantime,20.413172,57.693474
l,-66.447395,-37.276413
acute,25.984982,-11.549121
an_allergic_reaction,54.183754,-11.973655
pain_killer,58.73319,8.564976
factory,7.345046,5.668152
rely_on,-18.55579,4.5419464
3_p.m.,8.302509,63.793907
2011,-1.2831745,76.72797
pride,-13.638076,-32.4554
input,11.2239,30.67809
gender,-44.39066,13.2544565
mill,7.230344,5.674691
resolution,15.867164,-27.200233
life_threaten,31.254663,-18.084587
clock,38.96197,21.124311
dr._thomas,-40.597378,-48.817574
automatically,14.827289,14.1168375
encouraging,-1.6691645,-42.74621
episode,46.9341,-10.184082
worthless,7.84865,8.332874
walmart,-25.840727,-1.2812663
oral_surgeon,-40.436768,-31.230618
glove,38.172867,9.720355
hospitalize,23.968082,10.849901
hug,-28.569717,33.622196
huh,-17.86332,27.743664
belittle,5.2110786,0.70996326
eager,6.89373,-39.420483
wanna,-14.573021,17.329517
mainly,-39.388447,24.357145
slot,2.3081632,56.111977
lasikplus,-30.905128,-49.924133
living,-30.92178,-34.259533
healing_process,20.99088,-31.073376
spinal,55.648006,-30.16652
nurses,-35.15631,-16.53302
waist,17.441498,0.7350891
coupon,40.958225,26.508385
cataract,40.636932,-44.456707
superior,-2.7187264,-30.616388
rose,-52.9949,-39.85912
dr._wellish,-32.58458,-48.969913
tummy_tuck,45.779385,-36.240234
shin,-61.303856,-30.213781
crutch,38.82167,2.5654488
rd,-60.495888,-7.6375356
uh,-18.568241,27.709663
duty,-54.651062,5.8034525
sooo,-15.146582,-43.20712
earn,-29.933609,24.767368
tlc,-29.542744,-49.769157
grandma,-55.234238,20.054861
clueless,-2.4602752,-2.093801
cell,43.347958,-25.441515
30min,22.685873,70.78296
inability,9.238946,16.436584
flight,-43.83336,37.679478
instance,-30.838337,54.09072
chemo,39.845734,-30.8344
radiation,39.67952,-31.281897
audiologist,-43.615093,-29.990448
these_folk,-25.888813,-10.341045
breast_cancer,40.31282,-29.900684
short_notice,-2.9584506,59.355938
quack,-0.33666033,2.3433049
dilate,39.671684,-44.287144
thinking,-21.621212,21.433306
inappropriate,1.2766869,-4.996702
rule_out,25.225788,-17.633785
heel,55.078724,-26.107872
absolute_bad,-22.185297,-40.564243
remedy,16.891659,-27.051128
land,-58.09699,-2.066824
lately,-14.847453,-1.851247
owe_$,26.183754,41.237617
basis,-27.677193,50.307434
perspective,11.794265,-39.279327
cuz,-22.093805,27.370672
coordinator,-53.53261,-51.322315
secure,-3.8907816,-35.75002
5_year_old,-53.76252,14.272978
at_8_a.m.,4.315628,64.48171
2.5,34.2277,59.814983
shower,37.370823,13.695822
eliminate,40.13555,-17.361383
st,-60.252926,-7.5105352
thank_you,-21.586683,-50.21095
shut,29.853172,8.06896
importance,-13.974624,-24.728477
ps,-49.218166,-35.787262
two_week_ago,-4.3356805,71.625694
gem,-17.466055,-39.087223
closing,4.865768,63.138035
clarify,3.8603268,32.185246
hearing_test,30.098942,25.421797
veteran,-40.756397,0.39026004
pain_pill,58.70949,9.261543
s.,-60.87654,-36.033123
medicaid,21.365461,49.044212
take_business_elsewhere,-32.337,8.439132
frequent,47.1126,32.95641
presence,15.800229,-49.963223
electronic,14.752061,31.834175
most_recent,-6.7936587,62.0347
dr._yu,-34.865856,-49.765255
rainbow,-61.883133,-6.2046185
friendliness,-6.321081,-27.422192
volume,4.900663,-20.27952
cake,6.8722234,49.80681
reference,9.652674,32.358402
2018,0.4877828,77.87262
pink_eye,55.433445,-10.985784
generic,57.994774,13.354411
matt,-55.55648,-41.123566
successfully,-40.854572,12.004347
prescribe_antibiotic,58.566948,-8.842538
plague,32.38838,-11.471954
metal,35.328144,4.400046
baby_girl,-49.42801,12.284702
dave,-52.924263,-39.284313
medical_advice,12.638809,-25.001894
aunt,-54.8089,21.53022
university,-56.163258,-14.009142
wendy,-53.174202,-47.50586
inefficient,0.19070436,-1.1197985
edit,-11.368862,32.42709
disagree,-4.110096,20.751873
i'm,-21.097235,26.050543
get_ahold,-1.7083523,42.347637
setup,-1.772917,54.16209
coach,-48.91469,-33.108044
70,38.333702,54.611378
2_hr,20.185322,71.67744
surgical_procedure,41.581303,-37.73655
