,business_id,categories,city,name,review_count,star_avg,state,categories_list,health_business
1521,CGLwx05c_TKaY3ihWi67Tw,"health & medical, diagnostic services, pediatricians, hospitals, medical centers, doctors",Las Vegas,Doyne Medical Clinic,6,2.5,NV,"['health & medical', ' diagnostic services', ' pediatricians', ' hospitals', ' medical centers', ' doctors']",diagnostic service
1522,MJJXudbaz7WU6X2lXvS7XQ,"diagnostic services, health & medical, doctors",Henderson,Innovative Pain Care Center,7,2.5,NV,"['diagnostic services', ' health & medical', ' doctors']",diagnostic service
1523,_IhmWWSg_VN3_TEFe-Ickw,"diagnostic services, health & medical, laboratory testing",Chandler,AZ Clinical Services,3,3.5,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']",diagnostic service
1524,1jUjSz3SJ6nAabDNo938Ew,"laboratory testing, health & medical, diagnostic services",Scottsdale,Labcorp,12,2.5,AZ,"['laboratory testing', ' health & medical', ' diagnostic services']",diagnostic service
1525,9mIeluTfvObgnMYtAmyouw,"medical centers, health & medical, diagnostic services, diagnostic imaging",Fountain Hills,Scottsdale Medical Imaging,4,3.5,AZ,"['medical centers', ' health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1526,Toekt2MQGNDowTc4a-BkVA,"doctors, diagnostic imaging, health & medical, diagnostic services",Las Vegas,Nevada Imaging Centers,10,2.5,NV,"['doctors', ' diagnostic imaging', ' health & medical', ' diagnostic services']",diagnostic service
1527,Tn0JWWhZq04UtM2BGCgYuA,"diagnostic services, diagnostic imaging, health & medical",Gilbert,SimonMed,5,4.5,AZ,"['diagnostic services', ' diagnostic imaging', ' health & medical']",diagnostic service
1528,tJukac4AB6skBVPvbsJtKA,"health & medical, hearing aid providers, audiologist, diagnostic services, doctors",Fort Mill,Lakeside Audiology,3,5.0,SC,"['health & medical', ' hearing aid providers', ' audiologist', ' diagnostic services', ' doctors']",diagnostic service
1529,Lj9lIsG0lxaEuh7CjQe3-A,"diagnostic imaging, health & medical, diagnostic services",Chandler,Solis Mammography - Chandler,3,3.5,AZ,"['diagnostic imaging', ' health & medical', ' diagnostic services']",diagnostic service
1530,UGF6hXpz88wG0kERBFZObw,"medical centers, diagnostic services, health & medical, laboratory testing",Phoenix,LabCorp,15,2.5,AZ,"['medical centers', ' diagnostic services', ' health & medical', ' laboratory testing']",diagnostic service
1531,uPfiHG67R_nMGrEGRXvCjA,"doctors, radiologists, health & medical, diagnostic services, diagnostic imaging",Glendale,Valley Radiologists - Sun West Office,11,3.5,AZ,"['doctors', ' radiologists', ' health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1532,V6B0diS-xy08WFhWcSuONA,"diagnostic services, hospitals, oncologist, health & medical, diagnostic imaging, doctors",Parma,University Hospitals Parma Medical Center,8,3.0,OH,"['diagnostic services', ' hospitals', ' oncologist', ' health & medical', ' diagnostic imaging', ' doctors']",diagnostic service
1533,WSbHXAZHTCNQUMHW7DgbPQ,"diagnostic services, laboratory testing, health & medical",Las Vegas,Quest Diagnostics,36,3.0,NV,"['diagnostic services', ' laboratory testing', ' health & medical']",diagnostic service
1534,PzroMXzO0UuhDu-Qdna4Eg,"doctors, radiologists, health & medical, diagnostic imaging, diagnostic services",Glendale,Valley Radiologists - Thunderbird Office,4,4.0,AZ,"['doctors', ' radiologists', ' health & medical', ' diagnostic imaging', ' diagnostic services']",diagnostic service
1535,Mr7gYkqLDqolt-NAMIwv_g,"urgent care, medical centers, doctors, diagnostic services, health & medical",Laveen,MedPost Urgent Care,33,2.5,AZ,"['urgent care', ' medical centers', ' doctors', ' diagnostic services', ' health & medical']",diagnostic service
1536,mLpj_MZIjq9USpXM7Tp5GQ,"health & medical, counseling & mental health, laboratory testing, diagnostic services",Phoenix,TASC-Phoenix,11,1.5,AZ,"['health & medical', ' counseling & mental health', ' laboratory testing', ' diagnostic services']",diagnostic service
1537,OuxBz_9vOUgp_R9oq14gCg,"health & medical, diagnostic services, laboratory testing",Peoria,Sonora Quest Laboratories,11,4.5,AZ,"['health & medical', ' diagnostic services', ' laboratory testing']",diagnostic service
1538,ObwdLzhu7fB_MygKwiYrbw,"laboratory testing, diagnostic services, health & medical",Scottsdale,Sonora Quest Laboratories,6,3.5,AZ,"['laboratory testing', ' diagnostic services', ' health & medical']",diagnostic service
1539,FwA_uXKXQAmLOLzKc71GBw,"health & medical, diagnostic services",Pittsburgh,Quest Diagnostics Incorporated,3,3.5,PA,"['health & medical', ' diagnostic services']",diagnostic service
1540,NzPzj9CUvAXj5DGo3VNbbA,"diagnostic services, health & medical, laboratory testing",Phoenix,Labcorp,16,2.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']",diagnostic service
1541,f0arwqJfQL3SicTIHX65gQ,"diagnostic imaging, radiologists, diagnostic services, doctors, health & medical",Chandler,SimonMed Imaging -Chandler Dobson II,17,2.5,AZ,"['diagnostic imaging', ' radiologists', ' diagnostic services', ' doctors', ' health & medical']",diagnostic service
1542,OcBC8LYDR4d8v-zvUmN5NQ,"diagnostic services, laboratory testing, health & medical",Mesa,Labcorp,3,1.0,AZ,"['diagnostic services', ' laboratory testing', ' health & medical']",diagnostic service
1543,R8OPLLhZEcHChpMXrk2U4A,"laboratory testing, health & medical, diagnostic services",Las Vegas,Quest Diagnostics,15,2.0,NV,"['laboratory testing', ' health & medical', ' diagnostic services']",diagnostic service
1544,bljBfU_dr5G9U_CutTFyXg,"laboratory testing, diagnostic services, health & medical",Sun Lakes,Sonora Quest Laboratories,11,2.0,AZ,"['laboratory testing', ' diagnostic services', ' health & medical']",diagnostic service
1545,Um51xU2JPegUXUQ-ndrv3w,"diagnostic imaging, doctors, health & medical, radiologists, diagnostic services",Phoenix,Desert Valley Radiology,4,4.0,AZ,"['diagnostic imaging', ' doctors', ' health & medical', ' radiologists', ' diagnostic services']",diagnostic service
1546,C9oUlbg5nmRWSAoSbQpoKg,"laboratory testing, diagnostic services, health & medical",Pittsburgh,Quest Diagnostics,4,2.0,PA,"['laboratory testing', ' diagnostic services', ' health & medical']",diagnostic service
1547,wwj-m1qp_-_vkT__10cLQw,"diagnostic services, laboratory testing, health & medical",Phoenix,LabCorp,3,1.5,AZ,"['diagnostic services', ' laboratory testing', ' health & medical']",diagnostic service
1548,VikzjojbbnHh_TPsgEV_gQ,"urgent care, medical centers, doctors, health & medical, diagnostic services",Peoria,MedPost Urgent Care,35,3.5,AZ,"['urgent care', ' medical centers', ' doctors', ' health & medical', ' diagnostic services']",diagnostic service
1549,_G8bMhEbhTvDJ9jXH2jCNQ,"laboratory testing, health & medical, diagnostic services",Scottsdale,Sonora Quest Laboratories,12,2.0,AZ,"['laboratory testing', ' health & medical', ' diagnostic services']",diagnostic service
1550,Gh8LVaTot2PDEY3HAuuAiA,"diagnostic services, health & medical, medical centers, laboratory testing",Surprise,Sonora Quest Laboratories,8,3.0,AZ,"['diagnostic services', ' health & medical', ' medical centers', ' laboratory testing']",diagnostic service
1551,izSn0Go-ObiSgc90B6hEfg,"diagnostic services, laboratory testing, health & medical",Tempe,Sonora Quest Laboratories,18,2.5,AZ,"['diagnostic services', ' laboratory testing', ' health & medical']",diagnostic service
1552,A_iWsDLkqnJyiJAxwdYKFA,"radiologists, doctors, diagnostic services, health & medical, diagnostic imaging",Las Vegas,Desert Radiology,28,3.5,NV,"['radiologists', ' doctors', ' diagnostic services', ' health & medical', ' diagnostic imaging']",diagnostic service
1553,DsGI8no3v0rGCJmbcbe6Pw,"health & medical, laboratory testing, diagnostic services",Phoenix,Sonora Quest Laboratories,7,3.0,AZ,"['health & medical', ' laboratory testing', ' diagnostic services']",diagnostic service
1554,EfvVZXvZGyvowDizZNmVQg,"diagnostic services, urgent care, health & medical",Las Vegas,UMC Quick Care - Nellis,21,2.5,NV,"['diagnostic services', ' urgent care', ' health & medical']",diagnostic service
1555,bfZTpgmIXvoHGzL3alkCGA,"diagnostic services, health & medical",Bethel Park,Quest Diagnostics,3,2.5,PA,"['diagnostic services', ' health & medical']",diagnostic service
1556,8a_g4N-Td0BOWwjivzqHTg,"radiologists, doctors, health & medical, medical centers, diagnostic imaging, diagnostic services",Las Vegas,West Valley Imaging,50,4.0,NV,"['radiologists', ' doctors', ' health & medical', ' medical centers', ' diagnostic imaging', ' diagnostic services']",diagnostic service
1557,y5FXWRl9v8x9RbHzMznX8Q,"urgent care, diagnostic services, health & medical",Las Vegas,UMC Quick Care - Enterprise,13,3.0,NV,"['urgent care', ' diagnostic services', ' health & medical']",diagnostic service
1558,k79fXKEfaxYO_m3Pz6nZ5w,"diagnostic services, pathologists, health & medical, laboratory testing, doctors",Las Vegas,Clinical Pathology Laboratories,5,2.5,NV,"['diagnostic services', ' pathologists', ' health & medical', ' laboratory testing', ' doctors']",diagnostic service
1559,vqX43UqKLvdTphQmgK1nSw,"radiologists, diagnostic imaging, health & medical, diagnostic services, doctors",Peoria,Sun Radiology,4,3.0,AZ,"['radiologists', ' diagnostic imaging', ' health & medical', ' diagnostic services', ' doctors']",diagnostic service
1560,Td5dMlTHHnLHvo8Fg4SL1g,"doctors, health & medical, diagnostic services, medical centers, laboratory testing",Las Vegas,e7 Health,60,4.0,NV,"['doctors', ' health & medical', ' diagnostic services', ' medical centers', ' laboratory testing']",diagnostic service
1561,DIpzbUY-u3a93BLaeaL7kg,"health & medical, diagnostic services, laboratory testing",Las Vegas,Labcorp,6,3.0,NV,"['health & medical', ' diagnostic services', ' laboratory testing']",diagnostic service
1562,_VlTjKLF_addb9-xcZT_uw,"diagnostic services, health & medical, laboratory testing",Surprise,Theranos,3,5.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']",diagnostic service
1563,uFxV41DvfHtCIwy2hgZR1g,"health & medical, diagnostic services, laboratory testing",Phoenix,Labcorp,21,2.5,AZ,"['health & medical', ' diagnostic services', ' laboratory testing']",diagnostic service
1564,I-qVQ5vncD-MIxA1dSbmvg,"diagnostic imaging, radiologists, health & medical, diagnostic services, doctors",Las Vegas,Steinberg Diagnostic Medical Imaging,25,3.5,NV,"['diagnostic imaging', ' radiologists', ' health & medical', ' diagnostic services', ' doctors']",diagnostic service
1565,tjks-Uuzw9B1jNlWZZjP7g,"radiologists, doctors, health & medical, diagnostic imaging, diagnostic services",Sun City West,Valley Radiologists - Camino Del Sol,9,4.0,AZ,"['radiologists', ' doctors', ' health & medical', ' diagnostic imaging', ' diagnostic services']",diagnostic service
1566,gpMalAsUwKnuWC__lI8NnQ,"health & medical, diagnostic services, hospitals, diagnostic imaging, doctors, surgeons, cardiologists",Wexford,Wexford Health + Wellness Pavilion,7,3.5,PA,"['health & medical', ' diagnostic services', ' hospitals', ' diagnostic imaging', ' doctors', ' surgeons', ' cardiologists']",diagnostic service
1567,HbYcDmAW9f0DfeVSwPHX5A,"health & medical, diagnostic services",Las Vegas,Quest Diagnostics,3,2.5,NV,"['health & medical', ' diagnostic services']",diagnostic service
1568,65kVhqEhte8C6-HDq564Kw,"medical centers, diagnostic services, diagnostic imaging, doctors, health & medical",Mesa,Insight Imaging,8,4.0,AZ,"['medical centers', ' diagnostic services', ' diagnostic imaging', ' doctors', ' health & medical']",diagnostic service
1569,8v2Dk9vYOqgeVX8mRy4UVg,"health & medical, diagnostic imaging, medical centers, diagnostic services",Phoenix,Scottsdale Medical Imaging,5,3.0,AZ,"['health & medical', ' diagnostic imaging', ' medical centers', ' diagnostic services']",diagnostic service
1570,lQ55hHfDpUPaOeODKM_3gg,"health & medical, doctors, radiologists, diagnostic services, diagnostic imaging",Tempe,Desert Valley Radiology,6,2.5,AZ,"['health & medical', ' doctors', ' radiologists', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1571,eRTjfiqyk2xJ_s4dI5BCxw,"diagnostic services, health & medical, medical centers, diagnostic imaging",Gilbert,EVDI Medical Imaging,9,3.0,AZ,"['diagnostic services', ' health & medical', ' medical centers', ' diagnostic imaging']",diagnostic service
1572,Td2M_0Zl3Zy701KPqzqHvA,"diagnostic services, pain management, doctors, diagnostic imaging, health & medical",Scottsdale,Arizona Center for Pain Relief,3,3.5,AZ,"['diagnostic services', ' pain management', ' doctors', ' diagnostic imaging', ' health & medical']",diagnostic service
1573,DLqJYCt69jvBDWbMBV-9Vg,"radiologists, doctors, diagnostic services, diagnostic imaging, health & medical",Phoenix,SimonMed Imaging - Phoenix High Field Open,6,3.5,AZ,"['radiologists', ' doctors', ' diagnostic services', ' diagnostic imaging', ' health & medical']",diagnostic service
1574,B-B_3enOMCYn-dHRptQwDw,"health & medical, doctors, medical centers, urgent care, diagnostic services",Scottsdale,MedPost Urgent Care,62,3.5,AZ,"['health & medical', ' doctors', ' medical centers', ' urgent care', ' diagnostic services']",diagnostic service
1575,fGJWAV3ykRDx1jMFld8m7Q,"diagnostic services, health & medical, laboratory testing",Gilbert,Sonora Quest Laboratories,3,3.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']",diagnostic service
1576,JsyOXc4I_RRgncA1M1RZiA,"diagnostic services, diagnostic imaging, health & medical, medical centers",Las Vegas,Pueblo Medical Imaging,4,1.0,NV,"['diagnostic services', ' diagnostic imaging', ' health & medical', ' medical centers']",diagnostic service
1577,AxTeft5ztyB9dcCycdX0hA,"health & medical, diagnostic services",Charlotte,Presbyterian Imaging Center & Breast Center-Ballantyne,3,2.0,NC,"['health & medical', ' diagnostic services']",diagnostic service
1578,wMqAVFJc0h9bJzRWmKAYBw,"medical centers, health & medical, diagnostic services, diagnostic imaging",Mesa,East Valley Diagnostic Imaging,5,3.0,AZ,"['medical centers', ' health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1579,WqEPG3XU-sNNbAvy7ubCNA,"radiologists, doctors, health & medical, diagnostic services, diagnostic imaging",Scottsdale,SimonMed Imaging,20,4.0,AZ,"['radiologists', ' doctors', ' health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1580,FsrTvW5RDAxfcOKsNk5t-Q,"diagnostic services, health & medical",Tempe,LabCorp,41,2.0,AZ,"['diagnostic services', ' health & medical']",diagnostic service
1581,UWIGV1aOYiC2DRZIgJIJbA,"doctors, diagnostic services, health & medical, medical centers, diagnostic imaging",Charlotte,Novant Health Imaging Center,5,4.0,NC,"['doctors', ' diagnostic services', ' health & medical', ' medical centers', ' diagnostic imaging']",diagnostic service
1582,rJbQrfhS0TI0WJR2z_7PNQ,"health & medical, medical centers, diagnostic services",Peoria,Sweet Pea in 3D,19,5.0,AZ,"['health & medical', ' medical centers', ' diagnostic services']",diagnostic service
1583,pTtQBkzVuBZ7_iu8oInprA,"health & medical, diagnostic services",Henderson,Quest Diagnostics,6,2.5,NV,"['health & medical', ' diagnostic services']",diagnostic service
1584,fWSCn1ao2zNc7Mn8aNHqZA,"diagnostic services, health & medical, laboratory testing",Glendale,Sonora Quest Laboratories,6,2.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']",diagnostic service
1585,3P37jROxsfYz-en2dtCp-w,"health & medical, urgent care, medical centers, diagnostic services, laboratory testing",Charlotte,Carolina Express Clinic,32,4.5,NC,"['health & medical', ' urgent care', ' medical centers', ' diagnostic services', ' laboratory testing']",diagnostic service
1586,p0redqH8KzGnfiZ8VvlLwQ,"doctors, health & medical, diagnostic services, medical centers, diagnostic imaging",Glendale,Insight Imaging,9,3.0,AZ,"['doctors', ' health & medical', ' diagnostic services', ' medical centers', ' diagnostic imaging']",diagnostic service
1587,p71To0k2TxivPXCD1OUmBA,"radiologists, diagnostic services, diagnostic imaging, health & medical, doctors",Mesa,SimonMed Imaging,3,1.0,AZ,"['radiologists', ' diagnostic services', ' diagnostic imaging', ' health & medical', ' doctors']",diagnostic service
1588,66zNBUpIWw-FSue2uki6rQ,"diagnostic services, health & medical, medical centers, laboratory testing",Las Vegas,Labcorp,24,2.5,NV,"['diagnostic services', ' health & medical', ' medical centers', ' laboratory testing']",diagnostic service
1589,2Peu-3ELXYXWcT-yN3D-EQ,"diagnostic services, internal medicine, doctors, diagnostic imaging, health & medical, hospitals",North Las Vegas,North Vista Hospital,58,2.5,NV,"['diagnostic services', ' internal medicine', ' doctors', ' diagnostic imaging', ' health & medical', ' hospitals']",diagnostic service
1590,_HtQwGxoCuqGjAn4gG2JpQ,"diagnostic imaging, health & medical, diagnostic services, medical centers",Las Vegas,Pueblo Medical Imaging,4,4.0,NV,"['diagnostic imaging', ' health & medical', ' diagnostic services', ' medical centers']",diagnostic service
1591,Vairajwxhm_HVuK4YmZF2w,"diagnostic services, laboratory testing, health & medical",Pittsburgh,Quest Diagnostics,3,3.5,PA,"['diagnostic services', ' laboratory testing', ' health & medical']",diagnostic service
1592,VIxIoyWYLYjPEE7jlibMdQ,"health & medical, diagnostic services, diagnostic imaging",Scottsdale,Scottsdale Medical Imaging,6,4.0,AZ,"['health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1593,SVhM3Pxjw-PUPr1sBghqlw,"health & medical, radiologists, doctors, diagnostic imaging, diagnostic services",Gilbert,SimonMed Imaging - Gilbert Spectrum,82,2.0,AZ,"['health & medical', ' radiologists', ' doctors', ' diagnostic imaging', ' diagnostic services']",diagnostic service
1594,c6Q_ZV2ycpb9_RovxhFcFg,"doctors, health & medical, diagnostic imaging, diagnostic services, radiologists",Chandler,SimonMed Imaging - Sun Lakes,5,1.5,AZ,"['doctors', ' health & medical', ' diagnostic imaging', ' diagnostic services', ' radiologists']",diagnostic service
1595,jXA-ZacM3dy5gm3StI2Lvw,"internal medicine, radiologists, health & medical, doctors, diagnostic services, laboratory testing",Phoenix,Internal Medicine of Arizona,12,4.0,AZ,"['internal medicine', ' radiologists', ' health & medical', ' doctors', ' diagnostic services', ' laboratory testing']",diagnostic service
1596,9V90CTbVktvZumuS-D8khg,"health & medical, doctors, diagnostic services, diagnostic imaging",Las Vegas,OpenSided MRI,10,4.0,NV,"['health & medical', ' doctors', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1597,1qlm_O29FS4W-MqzJg8pYA,"diagnostic services, medical centers, audiologist, doctors, diagnostic imaging, ear nose & throat, health & medical",Henderson,"Ear, Nose and Throat Consultants of Nevada",19,3.0,NV,"['diagnostic services', ' medical centers', ' audiologist', ' doctors', ' diagnostic imaging', ' ear nose & throat', ' health & medical']",diagnostic service
1598,H98ocxCmNwMRowFlF_nudg,"doctors, diagnostic services, radiologists, diagnostic imaging, health & medical",Henderson,SimonMed Imaging - Henderson,12,4.5,NV,"['doctors', ' diagnostic services', ' radiologists', ' diagnostic imaging', ' health & medical']",diagnostic service
1599,rurJCsieM8XpmXONfvjk4A,"diagnostic services, laboratory testing, health & medical, medical centers, diagnostic imaging",Glendale,Sonora Quest Laboratories,10,2.0,AZ,"['diagnostic services', ' laboratory testing', ' health & medical', ' medical centers', ' diagnostic imaging']",diagnostic service
1600,1hnsIBY_hfzhjkiVDAD1ww,"health & medical, diagnostic services",Wexford,Quest Diagnostics,4,3.0,PA,"['health & medical', ' diagnostic services']",diagnostic service
1601,DeAMcv1g1quJF7QhqPSpWQ,"diagnostic services, medical centers, laboratory testing, health & medical",Mesa,Sonora Quest Laboratories,17,2.5,AZ,"['diagnostic services', ' medical centers', ' laboratory testing', ' health & medical']",diagnostic service
1602,YuJza7qCS7JNcMrmXGIfnQ,"health & medical, diagnostic services, diagnostic imaging",Henderson,Quest Diagnostic,14,3.0,NV,"['health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1603,tf6wb2F-1hz-e3xBU3pr2Q,"diagnostic services, health & medical",Mesa,Simonmed Imaging,5,2.5,AZ,"['diagnostic services', ' health & medical']",diagnostic service
1604,v_NBQhFPHDNlEJbdwn5KuA,"laboratory testing, diagnostic services, health & medical",Chandler,Sonora Quest Laboratories,13,3.0,AZ,"['laboratory testing', ' diagnostic services', ' health & medical']",diagnostic service
1605,f77Ju0M9ybIi7QRqSXKc-Q,"health & medical, medical centers, diagnostic services, laboratory testing",Scottsdale,Laboratory Corporation of America,10,2.0,AZ,"['health & medical', ' medical centers', ' diagnostic services', ' laboratory testing']",diagnostic service
1606,zintdM19cWM7nkMtbTMeiQ,"health & medical, hospitals, pediatricians, diagnostic imaging, doctors, urgent care, diagnostic services",Glendale,Phoenix Children's Urgent Care - NW Valley Center,22,3.5,AZ,"['health & medical', ' hospitals', ' pediatricians', ' diagnostic imaging', ' doctors', ' urgent care', ' diagnostic services']",diagnostic service
1607,_1QV5VklTabzEvkgHJV0mA,"medical centers, laboratory testing, health & medical, diagnostic services",Scottsdale,Sonora Quest Laboratories,13,2.5,AZ,"['medical centers', ' laboratory testing', ' health & medical', ' diagnostic services']",diagnostic service
1608,sv1N6rYn1DRJWsqhgkFgPA,"diagnostic services, doctors, health & medical, diagnostic imaging",Las Vegas,Quest Diagnostics,50,2.5,NV,"['diagnostic services', ' doctors', ' health & medical', ' diagnostic imaging']",diagnostic service
1609,jLt2Nlyx7O_3X6eGaWjzPw,"diagnostic services, health & medical, laboratory testing",Goodyear,LabCorp,13,2.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']",diagnostic service
1610,IjVTMghdmYrdNPR-JhyVBw,"laboratory testing, doctors, health & medical, diagnostic services",Henderson,Jacob's Medical Associates,25,3.5,NV,"['laboratory testing', ' doctors', ' health & medical', ' diagnostic services']",diagnostic service
1611,pdqm_XHh0mYm8j-cRr_18g,"health & medical, diagnostic imaging, diagnostic services",Paradise Valley,Scottsdale Medical Imaging,5,4.5,AZ,"['health & medical', ' diagnostic imaging', ' diagnostic services']",diagnostic service
1612,jdan-OOtSbuA5vWO_Wp9Gw,"diagnostic imaging, health & medical, diagnostic services",Fort Mill,Baxter Village Imaging Center,4,4.5,SC,"['diagnostic imaging', ' health & medical', ' diagnostic services']",diagnostic service
1613,qRdLH6zCGQzcuTWqjY3cfA,"diagnostic services, laboratory testing, health & medical, counseling & mental health",Mesa,Tasc,3,1.5,AZ,"['diagnostic services', ' laboratory testing', ' health & medical', ' counseling & mental health']",diagnostic service
1614,SpNITYkTKqUkEjJOtaHelg,"health & medical, diagnostic services, laboratory testing",Las Vegas,Labcorp,16,2.0,NV,"['health & medical', ' diagnostic services', ' laboratory testing']",diagnostic service
1615,H0MSPW9IFpLbX2at3f60rw,"health & medical, laboratory testing, diagnostic services",Henderson,LabCorp,35,3.5,NV,"['health & medical', ' laboratory testing', ' diagnostic services']",diagnostic service
1616,4muH_ft9tFpQ0CuhY5aetw,"health & medical, laboratory testing, diagnostic services",Chandler,Labcorp,13,2.0,AZ,"['health & medical', ' laboratory testing', ' diagnostic services']",diagnostic service
1617,vuDnqCiDL4F5CfcUVFaalQ,"diagnostic imaging, diagnostic services, health & medical",Phoenix,American Dynamic Imaging,9,4.5,AZ,"['diagnostic imaging', ' diagnostic services', ' health & medical']",diagnostic service
1618,z7EYqSqqGJdzkh5rkgAtzA,"laboratory testing, diagnostic services, health & medical",Henderson,Quest Diagnostics,30,2.5,NV,"['laboratory testing', ' diagnostic services', ' health & medical']",diagnostic service
1619,CNpyz-jzyZV6I8LVAk_bUA,"health & medical, diagnostic services, diagnostic imaging",Mesa,EVDI Medical Imaging,6,3.0,AZ,"['health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1620,rPxnRLk-KMsPcsz01EakHA,"health & medical, laboratory testing, diagnostic services",Scottsdale,LabCorp,11,3.0,AZ,"['health & medical', ' laboratory testing', ' diagnostic services']",diagnostic service
1621,3fmVIoxF8Ubew1pH-TnnLA,"physical therapy, radiologists, doctors, health & medical, diagnostic services, diagnostic imaging",Phoenix,SimonMed Imaging - Desert Ridge,32,3.5,AZ,"['physical therapy', ' radiologists', ' doctors', ' health & medical', ' diagnostic services', ' diagnostic imaging']",diagnostic service
1622,qMbEq1zSZ-1jcpQqRCRroA,"radiologists, diagnostic imaging, doctors, medical centers, diagnostic services, health & medical",Charlotte,Mecklenburg Radiology Associates,4,3.0,NC,"['radiologists', ' diagnostic imaging', ' doctors', ' medical centers', ' diagnostic services', ' health & medical']",diagnostic service
1623,HbWbeeAmQQh_5AB6KYIdRg,"health & medical, diagnostic services, laboratory testing",Las Vegas,Absolute Drug & DNA Testing,3,3.5,NV,"['health & medical', ' diagnostic services', ' laboratory testing']",diagnostic service
1624,Qks0yw3bGWr_F6rLLWmOXw,"health & medical, doctors, diagnostic services, radiologists, diagnostic imaging",Phoenix,SimonMed Imaging,18,3.5,AZ,"['health & medical', ' doctors', ' diagnostic services', ' radiologists', ' diagnostic imaging']",diagnostic service
1625,wJ6f6ZMJ19O4oKoMWdSVAg,"medical centers, radiologists, diagnostic services, health & medical, doctors, diagnostic imaging",Las Vegas,Steinberg Diagnostic Medical Imaging,35,3.0,NV,"['medical centers', ' radiologists', ' diagnostic services', ' health & medical', ' doctors', ' diagnostic imaging']",diagnostic service
1626,tVdbnTifnhAv1Yl8gISKDw,"medical centers, diagnostic imaging, radiologists, health & medical, diagnostic services, doctors",Phoenix,Valley Radiologists - Paradise Valley,11,4.5,AZ,"['medical centers', ' diagnostic imaging', ' radiologists', ' health & medical', ' diagnostic services', ' doctors']",diagnostic service
1627,uiR2czejQmub7x3BW5u5Sg,"diagnostic services, doctors, radiologists, health & medical, diagnostic imaging",Las Vegas,Desert Radiology,30,3.0,NV,"['diagnostic services', ' doctors', ' radiologists', ' health & medical', ' diagnostic imaging']",diagnostic service
1628,8s1zwKwq0zF4j6l6X3g9wA,"doctors, diagnostic services, diagnostic imaging, radiologists, health & medical",Las Vegas,Las Vegas Radiology,31,3.0,NV,"['doctors', ' diagnostic services', ' diagnostic imaging', ' radiologists', ' health & medical']",diagnostic service
1629,WsYje0AoOQaRrNHy3Z_ESw,"health & medical, laboratory testing, diagnostic services",Pittsburgh,Laboratory Corporation of America,4,3.0,PA,"['health & medical', ' laboratory testing', ' diagnostic services']",diagnostic service
1630,Cjx4b3R98nAGJd8gPuEBVQ,"diagnostic imaging, doctors, diagnostic services, health & medical, radiologists",Las Vegas,Desert Radiology,5,3.0,NV,"['diagnostic imaging', ' doctors', ' diagnostic services', ' health & medical', ' radiologists']",diagnostic service
1631,2JPaz2MPd4NzNPkUnBc4DQ,"doctors, medical centers, internal medicine, diagnostic services, health & medical",Henderson,Welltrac,11,4.0,NV,"['doctors', ' medical centers', ' internal medicine', ' diagnostic services', ' health & medical']",diagnostic service
1632,kMeK3fFQve7UwzySsgqS5Q,"laboratory testing, diagnostic services, health & medical, medical centers",Mesa,LabCorp - Mesa,28,2.0,AZ,"['laboratory testing', ' diagnostic services', ' health & medical', ' medical centers']",diagnostic service
1633,q26SZ8Ug_LDa92u1qjzzyw,"health & medical, laboratory testing, diagnostic services",Phoenix,Sonora Quest Laboratories,6,4.5,AZ,"['health & medical', ' laboratory testing', ' diagnostic services']",diagnostic service
1634,UJivuRQjzz1KlC0fmvz7Dw,"health & medical, medical centers, diagnostic services, diagnostic imaging, doctors",Glendale,Insight Imaging - Thunderbird MRI & PET,3,3.5,AZ,"['health & medical', ' medical centers', ' diagnostic services', ' diagnostic imaging', ' doctors']",diagnostic service
1635,Q1TIqL1o9gqCKhfDVk12Ow,"diagnostic imaging, health & medical, radiologists, diagnostic services, doctors",Henderson,Steinberg Diagnostic Medical Imaging,57,3.0,NV,"['diagnostic imaging', ' health & medical', ' radiologists', ' diagnostic services', ' doctors']",diagnostic service
1636,VXS6YHFNzjOjlVEHdTJPXg,"diagnostic services, diagnostic imaging, medical centers, health & medical",Scottsdale,Scottsdale Medical Imaging,36,3.0,AZ,"['diagnostic services', ' diagnostic imaging', ' medical centers', ' health & medical']",diagnostic service
1637,y5Pa0piDpFDGpYqbc32Tcw,"diagnostic services, radiologists, health & medical, doctors, diagnostic imaging",Chandler,SimonMed Imaging - Chandler South,16,2.0,AZ,"['diagnostic services', ' radiologists', ' health & medical', ' doctors', ' diagnostic imaging']",diagnostic service
