,attributes,business_id,categories,city,name,review_count,star_avg,state,categories_list
2691,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",efkaE39pOIh-GCH-vtWorg,"urgent care, health & medical",Phoenix,Regent Medical,5,3.5,AZ,"['urgent care', ' health & medical']"
2692,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",6t4iuha9F1yj7Ik8CIOgFA,"rehabilitation center, physical therapy, health & medical",Las Vegas,ACTIVERX,3,5.0,NV,"['rehabilitation center', ' physical therapy', ' health & medical']"
2693,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",gLUTMs8w9Wrm0yaoDXDMzA,"health & medical, doctors, orthopedists",Scottsdale,"Sheridan Donald C, MD, PC",13,4.0,AZ,"['health & medical', ' doctors', ' orthopedists']"
2694,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",bfZTpgmIXvoHGzL3alkCGA,"diagnostic services, health & medical",Bethel Park,Quest Diagnostics,3,2.5,PA,"['diagnostic services', ' health & medical']"
2695,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Ga07L0gTG9Qc0c2qjJrV_Q,"doctors, health & medical",Matthews,Urology Specialists of the Carolinas,4,3.0,NC,"['doctors', ' health & medical']"
2696,,AuwfdYQQCJxPHQvjZGMQnA,"doctors, health & medical",Henderson,Sood Rajat MD,6,1.0,NV,"['doctors', ' health & medical']"
2697,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",8a_g4N-Td0BOWwjivzqHTg,"radiologists, doctors, health & medical, medical centers, diagnostic imaging, diagnostic services",Las Vegas,West Valley Imaging,50,4.0,NV,"['radiologists', ' doctors', ' health & medical', ' medical centers', ' diagnostic imaging', ' diagnostic services']"
2698,{'ByAppointmentOnly': 'True'},QBp8ON4EubQuN3m6QNPsKA,"health & medical, doctors, oncologist, internal medicine",Las Vegas,"Paul E Michael, MD",4,5.0,NV,"['health & medical', ' doctors', ' oncologist', ' internal medicine']"
2699,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",HCgufJA1BcaVmkJ-6g8dOA,"health & medical, medical centers, rehabilitation center",Phoenix,Arizona Pain Specialists,4,1.0,AZ,"['health & medical', ' medical centers', ' rehabilitation center']"
2700,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}",bu3D5VN6r5JyUymt5Sq4-A,"health & medical, family practice, hospitals, doctors, urgent care",Gilbert,Banner Urgent Care,51,2.5,AZ,"['health & medical', ' family practice', ' hospitals', ' doctors', ' urgent care']"
2701,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",NlHD6xLV4UEO4JFa9HrA-Q,"internal medicine, doctors, health & medical",Las Vegas,"Anjum Seema, MD",4,3.0,NV,"['internal medicine', ' doctors', ' health & medical']"
2702,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",y5FXWRl9v8x9RbHzMznX8Q,"urgent care, diagnostic services, health & medical",Las Vegas,UMC Quick Care - Enterprise,13,3.0,NV,"['urgent care', ' diagnostic services', ' health & medical']"
2703,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",_21yVx-fAKiXl0st1PBpJQ,"doctors, ear nose & throat, health & medical",Goodyear,"Biltmore Ear, Nose and Throat",21,2.5,AZ,"['doctors', ' ear nose & throat', ' health & medical']"
2704,{'ByAppointmentOnly': 'True'},IpaYzqptT9lbxXmft9zdZw,"health & medical, doctors, obstetricians & gynecologists",Scottsdale,"Julie Anne Castilla, MD",8,4.0,AZ,"['health & medical', ' doctors', ' obstetricians & gynecologists']"
2705,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",M0bwSHaoz5ekuQ80hy4bkA,"health & medical, chiropractors",Las Vegas,The Joint Chiropractic,64,4.5,NV,"['health & medical', ' chiropractors']"
2706,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",kC6PBrA7zac7gJkM5-w2vw,"health & medical, physical therapy, rehabilitation center",Phoenix,ATI Physical Therapy,5,4.0,AZ,"['health & medical', ' physical therapy', ' rehabilitation center']"
2707,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",DRgV_cBB9ZFZf7BiGToFfA,"health & medical, physical therapy",Las Vegas,Lyons Physical Therapy,7,4.5,NV,"['health & medical', ' physical therapy']"
2708,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",FcRf8dciFsQ9ZUj0B7yiOg,"oncologist, doctors, internal medicine, health & medical",Scottsdale,"Janicek Mike, MD",5,5.0,AZ,"['oncologist', ' doctors', ' internal medicine', ' health & medical']"
2709,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",XppFtQA_sHSCC-wDkC-mkQ,"health & medical, medical centers",Tempe,Summit Male Medical Center,3,5.0,AZ,"['health & medical', ' medical centers']"
2710,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",_j0O5lf5m0vzbkP3WKyUKw,"gastroenterologist, doctors, health & medical, proctologists",Phoenix,"Elizabeth J McConnell, MD FACS FASCRS",3,4.5,AZ,"['gastroenterologist', ' doctors', ' health & medical', ' proctologists']"
2711,,BVWNq9HMfIigNjvqkwJRMA,"internal medicine, doctors, health & medical",Phoenix,Stone Creek Medical Association,4,4.0,AZ,"['internal medicine', ' doctors', ' health & medical']"
2712,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",l1gCytpwgyAayO5qkhzMyw,"health & medical, orthopedists, doctors",Phoenix,OrthoArizona,10,2.0,AZ,"['health & medical', ' orthopedists', ' doctors']"
2713,{'ByAppointmentOnly': 'False'},6EJN2k33o76uuAUf2av_dA,"chiropractors, health & medical",Las Vegas,Dr Roger Penna DC Certified Chiropractic Sports Physician,5,5.0,NV,"['chiropractors', ' health & medical']"
2714,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",k79fXKEfaxYO_m3Pz6nZ5w,"diagnostic services, pathologists, health & medical, laboratory testing, doctors",Las Vegas,Clinical Pathology Laboratories,5,2.5,NV,"['diagnostic services', ' pathologists', ' health & medical', ' laboratory testing', ' doctors']"
2715,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",QEXC2FV3d-0mPe2Ib4Chag,"health & medical, oncologist, doctors",Las Vegas,"James Sanchez, MD",3,5.0,NV,"['health & medical', ' oncologist', ' doctors']"
2716,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}",FNb9VuoFquMwdwkhsE6LOw,"health & medical, hospitals",Chardon,Heather Hill Hospital Health & Care Center,5,1.0,OH,"['health & medical', ' hospitals']"
2717,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",t6Ajtjk_A3Dr9t_L3dm8Fg,"counseling & mental health, psychologists, health & medical",Scottsdale,"Sanford J. Silverman, PHD",11,4.5,AZ,"['counseling & mental health', ' psychologists', ' health & medical']"
2718,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",1qSfV_viiwrcv7NMJ8r_2g,"orthotics, doctors, orthopedists, health & medical, prosthetics",Chandler,Hanger Prosthetics & Orthotics,11,1.5,AZ,"['orthotics', ' doctors', ' orthopedists', ' health & medical', ' prosthetics']"
2719,,AbnjOiJ9jMO8Ytkn9mDJhA,"health & medical, family practice, doctors",Phoenix,"Paige Traci, DO",3,2.5,AZ,"['health & medical', ' family practice', ' doctors']"
2720,{'ByAppointmentOnly': 'False'},nso6KokcgCVIeVLcSvtQaw,"health & medical, doctors",Phoenix,Tlc Family Medicine,7,2.0,AZ,"['health & medical', ' doctors']"
2721,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",ek0hHH9POXZsM-BJHbfA7A,"health & medical, chiropractors",Las Vegas,Align Chiropractic,8,5.0,NV,"['health & medical', ' chiropractors']"
2722,{'ByAppointmentOnly': 'True'},Bmsw84H0e961Yiuv_qArMQ,"cosmetic surgeons, doctors, health & medical",Monroeville,Aestique Plastic Surgical Associates,3,5.0,PA,"['cosmetic surgeons', ' doctors', ' health & medical']"
2723,{'ByAppointmentOnly': 'True'},W8TgUETS3fDheS11zUycNA,"chiropractors, health & medical",Phoenix,East Thomas Chiropractic Center,3,5.0,AZ,"['chiropractors', ' health & medical']"
2724,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",hFPeD-XL4dFqwXSE_LkL8Q,"optometrists, health & medical",Scottsdale,Arizona Eye Specialists,13,3.0,AZ,"['optometrists', ' health & medical']"
2725,{'ByAppointmentOnly': 'True'},b7uW5h54KiXkZ3pqCkJ1LA,"health & medical, orthopedists, doctors",Las Vegas,"Yee Randall E, DO",12,3.0,NV,"['health & medical', ' orthopedists', ' doctors']"
2726,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",tdhljI1E3SBA4WAjfvxzKA,"doctors, health & medical, pediatricians",Phoenix,"Pepka Albert P, MD",5,4.0,AZ,"['doctors', ' health & medical', ' pediatricians']"
2727,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",4UppJ5wjMv7IpVNI21HIMA,"health & medical, physical therapy",Henderson,Basic Healing Physical Therapy,3,5.0,NV,"['health & medical', ' physical therapy']"
2728,,EAx-eKDw2PBhhhELAAwsPQ,"orthopedists, surgeons, health & medical, doctors",Las Vegas,Silver State Orthopedics,3,2.5,NV,"['orthopedists', ' surgeons', ' health & medical', ' doctors']"
2729,,DiMwTqRujIDV_OWRRrxlhQ,"doctors, health & medical, medical centers, surgeons, cosmetic surgeons, internal medicine",Las Vegas,Botanical Medical LLC,3,3.5,NV,"['doctors', ' health & medical', ' medical centers', ' surgeons', ' cosmetic surgeons', ' internal medicine']"
2730,{'ByAppointmentOnly': 'True'},qRfbz3IcQwLC6LmPFlsDwA,"physical therapy, health & medical",Scottsdale,Beyond Limitations,3,4.5,AZ,"['physical therapy', ' health & medical']"
2731,"{'AcceptsInsurance': 'False', 'ByAppointmentOnly': 'True'}",tO9DSVnc-PeTZGecMKrn4A,"chiropractors, health & medical",Scottsdale,Grunfeld Chiropractic,3,5.0,AZ,"['chiropractors', ' health & medical']"
2732,{'ByAppointmentOnly': 'True'},RuxpUSX8bfS52qj0ZgKDsg,"health & medical, doctors",Phoenix,Bella Womens Care,11,2.5,AZ,"['health & medical', ' doctors']"
2733,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",4gYBFPhcaDHlpR-8b8xoVQ,"podiatrists, health & medical, doctors",Chandler,Cactus Foot & Ankle,12,3.0,AZ,"['podiatrists', ' health & medical', ' doctors']"
2734,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",6ksa4fFS25e9vjbS3ZHIfQ,"speech therapists, health & medical",Charlotte,Tallent Speech and Language Therapy,3,5.0,NC,"['speech therapists', ' health & medical']"
2735,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",mD11wnmmB7tdEf4zOULWug,"doctors, health & medical, pediatricians",Las Vegas,Anthem Hills Pediatrics,23,3.0,NV,"['doctors', ' health & medical', ' pediatricians']"
2736,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",tT1fLK44nm9O0UjirtSWPg,"doctors, emergency rooms, hospitals, health & medical",Scottsdale,HonorHealth Scottsdale Thompson Peak Medical Center,54,3.0,AZ,"['doctors', ' emergency rooms', ' hospitals', ' health & medical']"
2737,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",DSgwITrI_Ewhzx29sP5RvQ,"health & medical, doctors, surgeons",Gilbert,Tahir Surgical Clinic,6,4.5,AZ,"['health & medical', ' doctors', ' surgeons']"
2738,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",XNKg5k0kSEQbyHCLeGPx7Q,"health & medical, medical centers, surgeons, doctors, vascular medicine",Chandler,Arizona Vein & Vascular Center,10,2.0,AZ,"['health & medical', ' medical centers', ' surgeons', ' doctors', ' vascular medicine']"
2739,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",vqX43UqKLvdTphQmgK1nSw,"radiologists, diagnostic imaging, health & medical, diagnostic services, doctors",Peoria,Sun Radiology,4,3.0,AZ,"['radiologists', ' diagnostic imaging', ' health & medical', ' diagnostic services', ' doctors']"
2740,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",OD5i0VJwqebDDjAT0kwjHQ,"health & medical, family practice, doctors, medical centers",Las Vegas,HealthCare Partners-Nevada,3,2.5,NV,"['health & medical', ' family practice', ' doctors', ' medical centers']"
2741,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",7fmTOgM3J0ry0jMEYYOKIA,"doctors, health & medical, family practice",Chandler,Wright Family Medicine,13,3.0,AZ,"['doctors', ' health & medical', ' family practice']"
2742,,c75OVSdeRS_2M23PdqIs3g,"doctors, health & medical, family practice",Gilbert,"Ronald Lee, MD",3,2.5,AZ,"['doctors', ' health & medical', ' family practice']"
2743,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",PwxMFnr1DJFfBjP8C9rC-A,"health & medical, hospitals, urgent care, doctors",Las Vegas,UMC Quick Care - Peccole Ranch,99,3.0,NV,"['health & medical', ' hospitals', ' urgent care', ' doctors']"
2744,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",m9hXS17KiZ3cpZunLq19bQ,"health & medical, chiropractors",Murrysville,Active Chiropractic and Rehabilitation,3,5.0,PA,"['health & medical', ' chiropractors']"
2745,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Td5dMlTHHnLHvo8Fg4SL1g,"doctors, health & medical, diagnostic services, medical centers, laboratory testing",Las Vegas,e7 Health,60,4.0,NV,"['doctors', ' health & medical', ' diagnostic services', ' medical centers', ' laboratory testing']"
2746,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",kL7npwbLX190PIx_cWhFmg,"counseling & mental health, health & medical, psychiatrists, doctors",Concord,Northeast Psychiatric & Psychological Institute,4,1.5,NC,"['counseling & mental health', ' health & medical', ' psychiatrists', ' doctors']"
2747,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",ADVUDUnxf1raZ3al5bH8aw,"hospitals, health & medical",Mesa,Promise Hospital of Phoenix,5,3.0,AZ,"['hospitals', ' health & medical']"
2748,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0a1Apwqg_cDbov8WRTJ5Vw,"audiologist, doctors, health & medical, cosmetic surgeons, ear nose & throat",Scottsdale,Valley ENT,14,4.0,AZ,"['audiologist', ' doctors', ' health & medical', ' cosmetic surgeons', ' ear nose & throat']"
2749,{'BusinessAcceptsCreditCards': 'True'},oulobGOyytOmHCH-eRojYQ,"obstetricians & gynecologists, doctors, health & medical",Mesa,Arizona Women's Health Partners,5,4.5,AZ,"['obstetricians & gynecologists', ' doctors', ' health & medical']"
2750,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",mjKG1v33fh1bqqW7fUnrig,"health & medical, chiropractors",Fort Mill,Carolina Chiropractic & Wellness,5,4.0,SC,"['health & medical', ' chiropractors']"
2751,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",oyvp2Ss-JWuz-ybcSP96ew,"obstetricians & gynecologists, doctors, health & medical",Las Vegas,"James Zeluff, MD",11,3.5,NV,"['obstetricians & gynecologists', ' doctors', ' health & medical']"
2752,{'ByAppointmentOnly': 'True'},ZJ-yVT-CmVZnASXkagI_iw,"medical centers, health & medical",Gilbert,East Valley Family Medical,10,1.5,AZ,"['medical centers', ' health & medical']"
2753,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",c7zWo0dlG1YIaNC1t16QpA,"doctors, plastic surgeons, allergists, ear nose & throat, health & medical, cosmetic surgeons",Scottsdale,Friedman Plastics & ENT,5,5.0,AZ,"['doctors', ' plastic surgeons', ' allergists', ' ear nose & throat', ' health & medical', ' cosmetic surgeons']"
2754,,Jh0QQRwIHWjZVH2tU4uQaQ,"doctors, internal medicine, health & medical",Las Vegas,"Westbrook Kaplan, MD",3,1.0,NV,"['doctors', ' internal medicine', ' health & medical']"
2755,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",VSwv8-JoqQVYkfMqfdBECg,"doctors, urgent care, health & medical",Scottsdale,Scottsdale Urgent Care,16,3.0,AZ,"['doctors', ' urgent care', ' health & medical']"
2756,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",W1nTecZiPyvXqnZZWvUkGg,"health & medical, medical centers, hospitals",Cleveland,St. Vincent Charity Hospital Center,3,3.0,OH,"['health & medical', ' medical centers', ' hospitals']"
2757,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",H6tqcNXVJAVSYVBGIWeYhw,"health & medical, doctors, internal medicine",Phoenix,Cunningham Keith W MD,4,3.0,AZ,"['health & medical', ' doctors', ' internal medicine']"
2758,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",zUxE4spJ52NZL7Mh84jGjQ,"doctors, health & medical",Henderson,Advanced Paincare,8,3.0,NV,"['doctors', ' health & medical']"
2759,{'ByAppointmentOnly': 'True'},DkXq3IZXMxG04NC7-nMyzg,"health & medical, pediatricians, doctors",Surprise,Bright Horizons Pediatrics,6,2.0,AZ,"['health & medical', ' pediatricians', ' doctors']"
2760,{'AcceptsInsurance': 'True'},UCelYz6NjiZb_jLD8l6UNQ,"health & medical, doctors",Las Vegas,"Atkinson D James, MD Facs",4,3.0,NV,"['health & medical', ' doctors']"
2761,,Lwiae5cBkmp9IwC7tyqk2w,"family practice, doctors, health & medical",Gilbert,"Karen M Bader, MD",5,1.0,AZ,"['family practice', ' doctors', ' health & medical']"
2762,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",r4QpPqZjcGD9H7yWmvxJFQ,"health & medical, pain management, family practice, doctors",Phoenix,Valley Wellness Center,4,4.0,AZ,"['health & medical', ' pain management', ' family practice', ' doctors']"
2763,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}",ICtkVhnh_bhhBz0b6d-YaQ,"doctors, health & medical",Coraopolis,Children's Community Pediatrics-Moon,5,3.5,PA,"['doctors', ' health & medical']"
2764,{'ByAppointmentOnly': 'True'},_h-JeXd188DuYnGtzAPxYw,"optometrists, health & medical",Scottsdale,McLeish William MD,3,3.5,AZ,"['optometrists', ' health & medical']"
2765,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",AXg0d78MkFI0fibjsNJsJw,"health & medical, doctors, surgeons",Scottsdale,Surgery Center of Scottsdale,5,4.0,AZ,"['health & medical', ' doctors', ' surgeons']"
2766,{'ByAppointmentOnly': 'True'},B7WUqjbz-_a4pVhrJPPDNg,"orthopedists, doctors, health & medical",Las Vegas,Thomas & Bigler Knee & Shoulder Institute,12,3.5,NV,"['orthopedists', ' doctors', ' health & medical']"
2767,{'ByAppointmentOnly': 'True'},SPZbqOqkGrbc9WQLKXHltA,"family practice, internal medicine, health & medical, doctors",Scottsdale,Scottsdale Healthcare Primary Care Osborn,6,3.5,AZ,"['family practice', ' internal medicine', ' health & medical', ' doctors']"
2768,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",CxxRnrXGZZgCfJxTaUZ0ww,"health & medical, physical therapy",Chandler,Desert Sun Physical Therapy,7,4.5,AZ,"['health & medical', ' physical therapy']"
2769,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",U7SevRirzeRAnPxJIFO20Q,"optometrists, health & medical",Glendale,"Marvin J Fineberg, OD",4,4.0,AZ,"['optometrists', ' health & medical']"
2770,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",_c3sn-otUC_zN1mz5ls_BA,"health & medical, pediatricians, doctors",Chandler,Ronald I.  Jones Pediatrics,11,4.0,AZ,"['health & medical', ' pediatricians', ' doctors']"
2771,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",dqFEwLzH9wnrmhNZmGza9A,"doctors, health & medical, surgeons, medical centers",Las Vegas,Flamingo Surgery Center,8,4.0,NV,"['doctors', ' health & medical', ' surgeons', ' medical centers']"
2772,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Bi-_c48HVca1Mqr0Kt7CqQ,"health & medical, optometrists",Henderson,Costco Wholesale Optometrist,9,4.0,NV,"['health & medical', ' optometrists']"
2773,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",BgXl7Gk-gb3FsuVynQd0xw,"health & medical, urgent care",Chandler,Banner Urgent Care,17,2.5,AZ,"['health & medical', ' urgent care']"
2774,{'AcceptsInsurance': 'True'},936_FRHqiTCp6c-p6U0a2Q,"doctors, health & medical, obstetricians & gynecologists",Phoenix,Foltz James MD,5,5.0,AZ,"['doctors', ' health & medical', ' obstetricians & gynecologists']"
2775,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",1Ne2Pk9plvsKM_kJk52ooA,"health & medical, medical centers",Henderson,Henderson Surgery Center,15,3.5,NV,"['health & medical', ' medical centers']"
2776,{'ByAppointmentOnly': 'True'},bJVnnH5aydAZooxQtgnPwQ,"doctors, health & medical",Charlotte,Gist Robert Dr,4,3.5,NC,"['doctors', ' health & medical']"
2777,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",vwz85tbNp6dxljYakrEQkA,"doctors, health & medical, dermatologists",Fairlawn,Fairlawn Dermatology,3,3.5,OH,"['doctors', ' health & medical', ' dermatologists']"
2778,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",DIpzbUY-u3a93BLaeaL7kg,"health & medical, diagnostic services, laboratory testing",Las Vegas,Labcorp,6,3.0,NV,"['health & medical', ' diagnostic services', ' laboratory testing']"
2779,,HzR089F1BOKw2zaYTYax9A,"health & medical, doctors, family practice",Las Vegas,Cansler Kathleen MD,3,3.5,NV,"['health & medical', ' doctors', ' family practice']"
2780,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",akkum1t8rGOZz8gT2wAXyA,"health & medical, physical therapy, chiropractors",Tempe,Reed Chiropractic,29,5.0,AZ,"['health & medical', ' physical therapy', ' chiropractors']"
2781,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",foiBK7UeHNaeYWfuu9BKIA,"hospitals, health & medical, rehabilitation center",Scottsdale,Banner Behavioral Health Hospital,11,2.0,AZ,"['hospitals', ' health & medical', ' rehabilitation center']"
2782,{'ByAppointmentOnly': 'True'},33HLfCp1k8_AhQMAxrWmHg,"rehabilitation center, health & medical, chiropractors",Las Vegas,Randall Chiropractic & Rehabilitation,5,4.0,NV,"['rehabilitation center', ' health & medical', ' chiropractors']"
2783,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Saaa6Jd7NwCvuYhKkB52pg,"ear nose & throat, doctors, health & medical",Surprise,West Valley ENT,8,2.0,AZ,"['ear nose & throat', ' doctors', ' health & medical']"
2784,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Bsw6sGGiCqGZ6Z6Jtw-owA,"health & medical, medical centers",Charlotte,Quest Diagnostics Incorporated,7,3.0,NC,"['health & medical', ' medical centers']"
2785,{'ByAppointmentOnly': 'False'},7ezK-ifB0MBAcWLMEdiNcg,"optometrists, health & medical",Matthews,Clear View EyeCare Center,3,4.5,NC,"['optometrists', ' health & medical']"
2786,,_VlTjKLF_addb9-xcZT_uw,"diagnostic services, health & medical, laboratory testing",Surprise,Theranos,3,5.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']"
2787,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",PgAWA17XpClQhI0MW22WAQ,"family practice, doctors, chiropractors, health & medical",Las Vegas,Burroff Mark D DO,11,3.5,NV,"['family practice', ' doctors', ' chiropractors', ' health & medical']"
2788,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True'}",-ABwvvVD4Y1eTFCO_N6-zg,"nutritionists, health & medical",Las Vegas,Body-Nature Holistic Nutrition,3,5.0,NV,"['nutritionists', ' health & medical']"
2789,{'ByAppointmentOnly': 'False'},y3yzAYE9pFyYtGgyKsyuLw,"doctors, health & medical",Las Vegas,The Rifley Institute of Cosmetic Surgery,5,2.5,NV,"['doctors', ' health & medical']"
2790,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",O_jKyEgP2uD7bD8Exl-law,"health & medical, chiropractors",Surprise,BackBone Chiropractic,4,4.0,AZ,"['health & medical', ' chiropractors']"
2791,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",TcsYZCOSOpflXxNmrp-PMw,"health & medical, chiropractors",Surprise,Kingswood Parke Family Chiropractic,4,5.0,AZ,"['health & medical', ' chiropractors']"
2792,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",kZLED3AqDb2XfoLiiso_GQ,"doctors, cardiologists, health & medical",Henderson,Siena Cardiology,3,4.5,NV,"['doctors', ' cardiologists', ' health & medical']"
2793,{'ByAppointmentOnly': 'True'},Py5fCgK_q3P6YhcZs0SVQw,"physical therapy, health & medical",Scottsdale,Ideal Physical Therapy,4,5.0,AZ,"['physical therapy', ' health & medical']"
2794,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",UhGzuKKUUmhUDvR4EtFqNA,"allergists, health & medical, doctors, ear nose & throat",Henderson,"Susan Schwartz, DO",86,3.5,NV,"['allergists', ' health & medical', ' doctors', ' ear nose & throat']"
